Row	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.40_V	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.41_P	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GLC_CHEM_mu=0.46_P	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.51_P	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S
P33195	1.27896720472349e-06	5.19269324157546e-07	5.54577421703699e-07	1.45545917487151e-06	2.14239712429899e-06	1.32134553061436e-06	1.53159273736124e-06	5.02965923016606e-07	4.61953614197558e-07	1.6667621343044e-06	2.79539147515458e-06	4.95373145040752e-07	1.81628115397673e-06	2.83977315177126e-06	4.34779408887471e-07	1.85302593363713e-06	6.34915436413274e-07	8.06436026624841e-07	1.93770238726478e-06	5.82052886199416e-07	6.80493119360551e-07	7.06777361464585e-07	2.82950800207761e-06	8.34889862831009e-07	2.07088684318173e-06	4.14241967397277e-07	6.01704132545627e-07	5.97117180726695e-07	5.53822102859097e-07	8.50091208897785e-07	6.59335603513768e-07
P0A6T9	3.88883119497366e-06	4.94136127410185e-07	4.34875402745843e-07	1.97364103279958e-06	4.38447690322114e-06	1.83289387232882e-06	NaN	6.23982848359895e-07	6.99745413047346e-07	2.22294463660732e-06	5.6031111938138e-06	5.55232218519879e-07	NaN	6.43609789983704e-06	8.03902115224553e-07	2.5256569488068e-06	8.78211529102326e-07	8.05675385117673e-07	3.21867266763423e-06	7.69290845268845e-07	9.78044463440367e-07	9.11161645787682e-07	6.10237989607081e-06	7.92408350048942e-07	3.12897457855942e-06	9.25245000411343e-07	1.06141388119545e-06	1.14790156932258e-06	9.19144100254864e-07	9.91750410668478e-07	1.39435287719294e-06
P27248	4.64447704276579e-07	3.57135045456445e-07	4.10707594148652e-07	1.3181797194458e-06	5.86824390820527e-07	1.30494719775341e-06	1.41009744444642e-06	5.81450465191266e-07	5.50209398221852e-07	1.66091347714667e-06	8.83859580240315e-07	4.19936035976688e-07	1.93048320208748e-06	9.53501576201181e-07	6.12829436711116e-07	1.96417464792232e-06	8.43701164029097e-07	8.20030055611915e-07	2.26345513203861e-06	1.08217356054221e-06	9.37827095173862e-07	7.13524730358586e-07	1.09193013898177e-06	7.57427976247768e-07	2.31590697869377e-06	8.32704268318195e-07	7.1202797940078e-07	1.17309668611417e-06	9.63006096369418e-07	9.56560857366506e-07	9.80096202902902e-07
P25535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25534	NaN	NaN	6.74956816678294e-08	NaN	NaN	NaN	NaN	6.84662078094583e-08	8.46240388215087e-08	NaN	NaN	9.52084247526158e-08	NaN	NaN	1.11970642638813e-07	NaN	1.07929086635449e-07	1.18972133172379e-07	NaN	1.34421835626929e-07	9.30908183002894e-08	NaN	NaN	1.04941121403521e-07	NaN	1.11802767149762e-07	NaN	1.12031451106344e-07	1.16301267692936e-07	NaN	1.23485063346638e-07
P15034	5.30642823992271e-06	1.58582791152291e-06	1.72176887454519e-06	2.13786685465837e-06	5.85425512577961e-06	1.94313021366082e-06	1.92894328401574e-06	1.91188526889006e-06	1.51793822686502e-06	1.84679678752354e-06	5.529141732786e-06	1.55394574079825e-06	1.56567538008637e-06	4.59818323042186e-06	1.51239872153162e-06	1.54596455257518e-06	1.59629258697221e-06	1.40556798710391e-06	1.36790378242536e-06	1.13441350809261e-06	1.41048600430789e-06	1.43831413590461e-06	3.53468353054261e-06	1.52072966232097e-06	1.25731687012158e-06	1.14731750757621e-06	1.1360632848465e-06	1.0926920166344e-06	8.70490601823959e-07	1.03503186125148e-06	9.77647777607502e-07
P0A8C4	3.33431183407139e-06	9.49049636924857e-07	1.08302748276179e-06	5.51456994115832e-07	3.11396335118655e-06	NaN	NaN	1.30864492645448e-06	1.37980064126032e-06	NaN	3.33390927918145e-06	1.0894141709196e-06	NaN	3.15411820145878e-06	1.71651417847935e-06	5.46690512067969e-07	1.62410691106108e-06	1.30660657665856e-06	4.05972345388734e-07	1.17960490389632e-06	1.43675118604781e-06	1.48024693694078e-06	3.65665766219661e-06	1.17668739764119e-06	NaN	2.68586353991652e-06	1.55468790628756e-06	1.72359758535094e-06	2.08258612326992e-06	1.18604094433429e-06	1.66479411533868e-06
P0ADS2	2.51632029769869e-06	9.22194988345484e-07	6.75706768696825e-07	1.55809642042799e-06	2.48285792247183e-06	1.51631518644717e-06	1.37580404449411e-06	1.39632812109173e-06	9.81730737858728e-07	1.30858157380067e-06	2.23015409030747e-06	7.96261958875764e-07	1.40357468467781e-06	1.96225381104761e-06	1.25446167579795e-06	1.2934793511915e-06	1.10237041590117e-06	1.38908742111528e-06	1.35190907559404e-06	1.2929963194616e-06	1.21004721535501e-06	1.1643785829538e-06	1.81049061753752e-06	9.38222261161321e-07	1.41097634786143e-06	2.53927007461675e-06	1.7245473128074e-06	1.43993104538375e-06	1.63034730428615e-06	1.29364957834467e-06	1.66371343107036e-06
P0AC28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2597994110187e-08	NaN	NaN	NaN
P0A9T0	1.90699308853011e-05	8.8687874191492e-06	1.00022310311568e-05	3.09477407997322e-05	2.33340438764281e-05	3.23391566467719e-05	3.47705104579056e-05	9.34501122009324e-06	1.02004783754642e-05	3.83598769733358e-05	2.84225892821669e-05	1.27753729620816e-05	4.27399324409388e-05	4.01849412502565e-05	1.22751263869044e-05	4.8040441538704e-05	9.64951013853547e-06	8.43467565846873e-06	5.73670064255535e-05	1.44851003391201e-05	1.15607398231223e-05	5.73577818973202e-06	4.63286836612694e-05	1.8124005085349e-05	6.99492943163823e-05	1.97833183892361e-05	2.14736882147474e-05	2.01158733804468e-05	2.4231262645994e-05	1.30589282292829e-05	1.73828233415324e-05
P0A7Z0	1.62104828632837e-05	4.2371285715633e-06	4.60741489784998e-06	1.00924047894322e-05	1.59020251788617e-05	1.06816468662156e-05	9.83777423964636e-06	4.4536277731087e-06	5.1787811472381e-06	9.82682047574225e-06	1.43675362577442e-05	4.64674141402175e-06	9.49706857395197e-06	1.39724789526223e-05	5.1880066551725e-06	8.46095943356417e-06	5.33068256825748e-06	4.24233172901476e-06	8.27205182994625e-06	4.49490178117663e-06	4.66247002648313e-06	4.0064313542723e-06	1.40137408288418e-05	5.18975934025468e-06	8.05397945735687e-06	6.60972765132746e-06	5.46592708835428e-06	4.88710849800069e-06	5.13906655964247e-06	3.87453981638916e-06	6.47976598712279e-06
P64562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A8S1	1.77461291297098e-06	8.7854956343542e-07	8.11786772059385e-07	8.44552793850226e-07	1.84068223428356e-06	9.14767269527249e-07	8.39873664142839e-07	1.20176751393117e-06	8.97369234835011e-07	7.43873395676567e-07	1.71835586710086e-06	8.57106453179241e-07	7.71205955835404e-07	1.47687325249378e-06	1.25848722469743e-06	8.00512709049436e-07	9.81029436524863e-07	8.67969974191866e-07	8.27631543536799e-07	1.05303826626502e-06	1.03888514567102e-06	1.13784655611638e-06	1.61263488912847e-06	7.79650801956749e-07	9.09110345081561e-07	1.28923974901862e-06	1.22443779025606e-06	1.10672473991073e-06	1.07295304199407e-06	1.06403349310325e-06	1.16273184424807e-06
P0ADS6	1.36387106294948e-05	1.85286481647933e-06	1.45098781185415e-06	8.05252736227266e-06	1.22538211693539e-05	8.88670772234169e-06	7.30066826000519e-06	2.1492970244036e-06	1.47464169821255e-06	7.31150833728838e-06	9.9688692946524e-06	1.71087924867611e-06	6.64414483042651e-06	8.53481781857675e-06	1.39269902500582e-06	6.60011554250564e-06	1.64896943010064e-06	1.81680199168417e-06	6.24198655745014e-06	1.51607241901965e-06	1.64489036210006e-06	1.83414071732192e-06	7.00390157210756e-06	1.78536460786386e-06	6.62839455217743e-06	2.17183052385984e-06	1.78983623313037e-06	1.67990478787692e-06	2.50794787728921e-06	1.46619738801376e-06	3.00237729706172e-06
P0C0S1	3.17484977829106e-06	3.76518593084889e-06	4.15787914274188e-06	2.47381108340206e-06	4.27930943822244e-06	2.27943412571847e-06	2.53653236985784e-06	4.11179765077967e-06	3.58748604287346e-06	3.58778055969876e-06	8.01622648160227e-06	4.27448297282318e-06	3.67108921321149e-06	1.04072515698049e-05	5.93291435127529e-06	5.1657516373564e-06	4.44383354250077e-06	6.09480585702226e-06	5.37527173659792e-06	7.55259041709903e-06	5.79661887196268e-06	3.88863830408889e-06	1.59060507277611e-05	6.31307828524627e-06	5.0174494592196e-06	4.57711402690769e-06	5.09127329225781e-06	5.0563162092241e-06	6.74051028543966e-06	5.81768315002618e-06	7.16893860785706e-06
P0AB71	5.50885296633266e-05	1.8715465414378e-05	2.00534266715235e-05	4.53372603027567e-05	4.80326985104159e-05	4.44801828415979e-05	4.32168275774098e-05	2.57232119297424e-05	2.48360614949553e-05	4.35772997949755e-05	4.68105418645362e-05	1.96676787707916e-05	4.41966523757849e-05	4.84001808055764e-05	2.80636713422899e-05	4.47598785913352e-05	2.74220113681221e-05	2.44052607719882e-05	4.58826594227693e-05	2.74146986223377e-05	2.97791314063927e-05	2.0409723523964e-05	5.97072431931358e-05	2.54699584079245e-05	4.68765574463002e-05	4.27928833655482e-05	3.13912194967145e-05	3.55228821974382e-05	4.02465414222939e-05	4.16708400281798e-05	2.76781139948569e-05
P0A799	7.15971044226162e-05	5.66020513011302e-05	5.16151815634196e-05	9.46562021051043e-05	6.28884332109435e-05	9.58689700116562e-05	8.8936771212909e-05	6.81381756658232e-05	6.52000434081125e-05	8.68374291297991e-05	6.24318856463822e-05	5.65295042448534e-05	8.72194973739935e-05	5.70559160492211e-05	5.66599026762355e-05	8.3696795284286e-05	6.11097341281103e-05	5.42423990720595e-05	8.52396789646813e-05	5.91353325391064e-05	6.54398718483027e-05	4.80375497542885e-05	5.61546962893518e-05	5.78583052165135e-05	8.10656750212399e-05	8.04397373167114e-05	7.37055458976632e-05	7.09413694383813e-05	7.0807516018935e-05	7.83033010138064e-05	6.54275637141218e-05
P0A9B6	NaN	8.03520747434077e-08	9.44939543349612e-08	NaN	NaN	NaN	NaN	6.34115027433793e-08	1.21554074377534e-07	NaN	NaN	1.12631503583143e-07	NaN	NaN	1.64926738411367e-07	NaN	1.59001257220286e-07	9.12379736033426e-08	NaN	1.22494994660459e-07	2.10750445934951e-07	6.03641731279723e-08	NaN	1.57243327365062e-07	NaN	8.63364811011306e-08	1.16708453980659e-07	1.98300806702862e-07	7.38647005828881e-08	1.19661481010909e-07	1.44845463337544e-07
P27302	9.52802137079897e-06	3.99419199225504e-06	4.74402712522569e-06	1.25659348903931e-05	1.40502726851045e-05	1.20334600988821e-05	1.36079247010956e-05	3.70022625990379e-06	5.82203760779394e-06	1.34751062645119e-05	1.43592838825003e-05	5.9195277238725e-06	1.35761612049875e-05	1.37116737032977e-05	7.39602022653288e-06	1.31226362616645e-05	7.25510097423537e-06	7.25675402192024e-06	1.46490582522849e-05	6.16696422005082e-06	6.46559953140239e-06	6.08380137796809e-06	1.40137408288418e-05	6.33677889145274e-06	1.47536801940327e-05	4.48471757972133e-06	7.11569874821718e-06	6.88037533621239e-06	5.46463110950292e-06	6.23745882137188e-06	5.69193026982974e-06
P25894	6.23859440695669e-07	1.32996720153739e-06	1.15163599645711e-06	1.66070289298085e-06	6.80921596345685e-07	1.86598540210815e-06	1.31738118288557e-06	1.47581449670291e-06	7.14775587470918e-07	1.2516951881745e-06	5.09735129395639e-07	1.02760522219229e-06	1.157527987652e-06	3.26472015747177e-07	9.83139679973543e-07	1.11499334722366e-06	1.26196599628575e-06	1.10944439727502e-06	9.77795668719488e-07	1.25781117831736e-06	1.00181273748223e-06	1.22540986882553e-06	3.2133944090035e-07	1.0895731726187e-06	1.0045109766118e-06	5.72738937507312e-07	8.8617986189765e-07	8.04489646921325e-07	1.14376079844682e-06	1.00273227126417e-06	1.11217608332098e-06
P60651	5.75356608393156e-06	2.57028648843852e-06	1.91728862337652e-06	1.45062141187275e-06	5.57473107407252e-06	1.5821881224124e-06	1.48601284072194e-06	1.88385670160923e-06	1.96796834024621e-06	1.48622961313866e-06	6.26088588398752e-06	1.59401253218831e-06	1.43845153190595e-06	6.28755514544652e-06	1.84674068537727e-06	1.32252382880384e-06	2.20313615925875e-06	1.55418563542744e-06	1.25121157727542e-06	1.73596034530808e-06	4.22579708478378e-06	1.48440209631618e-06	5.43740953723928e-06	1.75436862958122e-06	1.25967379972792e-06	1.52244022961975e-06	1.39619093617753e-06	2.27372640480387e-06	1.70680525522663e-06	1.58439688758314e-06	1.15226271539878e-06
P21170	2.30487834175392e-06	1.53863364745147e-06	1.60830839174156e-06	2.2445067536374e-06	3.28837025725617e-06	2.06180587139679e-06	2.27908991905899e-06	1.68884071561389e-06	1.39318996694769e-06	2.46336302301043e-06	4.46237127442593e-06	1.39940240257946e-06	2.39537145701069e-06	4.80202696281888e-06	1.98197900065503e-06	2.6605408451243e-06	1.63308119084189e-06	1.40722579551697e-06	2.40130287764883e-06	1.71030131224656e-06	2.10599869058503e-06	1.5591568443452e-06	4.91373594477922e-06	1.68945852418546e-06	2.5697817916866e-06	1.04444236903415e-06	1.57961312393573e-06	2.29408448440551e-06	1.81883023590605e-06	1.87485520049014e-06	1.40340360794008e-06
P0A817	1.32609128652793e-05	9.67739307045629e-06	1.04406384659899e-05	2.10052617898485e-05	1.33139494720299e-05	2.20711546637078e-05	2.14496968543881e-05	1.1214250261106e-05	7.75736399718139e-06	2.0929093139791e-05	1.59872158574467e-05	1.09789507992917e-05	2.29120045183332e-05	2.37509901036909e-05	1.36529912642157e-05	2.42961844184375e-05	1.03090107431783e-05	1.17760957849427e-05	2.79997539890464e-05	1.43113833076519e-05	1.30034569031357e-05	1.22876639894484e-05	2.02797592876762e-05	1.43820403927357e-05	3.2179106959602e-05	2.34578221104853e-05	2.07399273212612e-05	2.2145922963004e-05	4.00577150138054e-05	1.45098088117289e-05	2.66240753480329e-05
P0AEP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AGL7	NaN	1.35517984990777e-07	1.53159555784598e-07	NaN	NaN	NaN	NaN	2.67626141201321e-07	1.64828725046858e-07	NaN	NaN	1.37665385801734e-07	NaN	NaN	2.33220175490909e-07	NaN	2.10588507880842e-07	2.47149978944326e-07	NaN	2.37999055163439e-07	2.69418246657369e-07	1.49547616786255e-07	NaN	1.5432517853459e-07	NaN	2.20990370363934e-07	2.94431387920609e-07	2.41710114817767e-07	2.33409706026978e-07	2.43079914330869e-07	2.41009477525854e-07
P04425	4.11068925869581e-06	2.22888286433922e-06	2.1056233480303e-06	2.32542937053873e-06	4.22119057598631e-06	2.22800350164957e-06	2.16776595285167e-06	2.46523885997528e-06	2.44142977358031e-06	2.24785814287088e-06	3.83750544650539e-06	2.0089585648417e-06	1.9708454584211e-06	3.50650468824631e-06	2.16004915622317e-06	2.14086505832355e-06	2.06660031764871e-06	2.1718070356192e-06	1.88022642296522e-06	2.03555260333701e-06	2.19985192344961e-06	2.2060465417845e-06	3.76675642459717e-06	1.90968523047488e-06	2.07137765294424e-06	2.28980147077492e-06	2.34587419267661e-06	2.26601903785286e-06	2.38417598770519e-06	2.16371553368198e-06	1.71209093776914e-06
P0A8W5	1.12644922079475e-06	2.97334457199815e-07	3.30825608174755e-07	1.04353402783958e-06	1.32863241427073e-06	NaN	8.30396427526991e-07	4.03716105975891e-07	4.06186635149982e-07	1.23839660363087e-06	1.50867508879961e-06	3.40326613209527e-07	1.12365347519205e-06	1.4889498991922e-06	5.31030283073846e-07	1.27381749731817e-06	5.10741516620507e-07	5.15324869291902e-07	1.26950870422542e-06	5.61291348220747e-07	5.69237774065959e-07	4.66712075532532e-07	1.65726816255137e-06	3.57005579676685e-07	1.25540776802081e-06	5.54216362598003e-07	4.48293205399979e-07	7.26069402955379e-07	5.23183966183934e-07	6.71712473246774e-07	4.18866468122071e-07
P0A8I1	NaN	7.64324613412902e-08	6.91165457078812e-08	NaN	NaN	NaN	NaN	1.1696405371373e-07	8.80807601590988e-08	NaN	NaN	1.31438364847864e-07	NaN	NaN	1.12715369185215e-07	NaN	1.24986161450633e-07	1.08557195612699e-07	NaN	1.33711218693339e-07	1.18860430573424e-07	1.08091324852773e-07	NaN	1.31092224384292e-07	NaN	1.83656650731734e-07	1.33914429115499e-07	1.24806190351587e-07	1.18963213424242e-07	1.22432445836137e-07	1.82196613361169e-07
P67080	8.59555328759753e-07	2.20001544131011e-07	2.2784026162997e-07	6.88708368811936e-07	8.24834969501808e-07	8.25863097435654e-07	7.28578130655603e-07	2.50094056062218e-07	2.78856773221031e-07	6.99922192705946e-07	8.77670298807377e-07	2.85939770265619e-07	NaN	8.72286127154333e-07	3.54832007743957e-07	7.49166008683025e-07	3.24024989172065e-07	2.6575644042735e-07	7.30508097208524e-07	3.22773734754418e-07	3.65920870132874e-07	2.77366418490133e-07	9.53602214923667e-07	2.65270952339276e-07	7.31558675882192e-07	4.32331687586213e-07	3.38005429771525e-07	3.68199523239116e-07	3.1165373668395e-07	2.56475744283504e-07	3.10223927773067e-07
P64564	NaN	5.04517806150928e-07	5.69407118070144e-07	NaN	NaN	NaN	NaN	3.10090217544733e-07	2.94762066970576e-07	NaN	NaN	5.10217356607555e-07	NaN	NaN	5.46689668292792e-07	NaN	3.49719560641628e-07	3.46872030896846e-07	NaN	3.91261842462038e-07	4.55123374155264e-07	4.78033931812297e-07	NaN	5.93225986286965e-07	NaN	2.54085720859145e-07	4.7944070965351e-07	3.76137225294413e-07	2.70694120108691e-07	6.04274329310096e-07	5.29062492106778e-07
P52060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.54018658868076e-08	NaN	NaN	NaN	NaN	NaN	NaN	7.61231296890151e-08	NaN	6.02643688592212e-08	8.16031811792187e-08	NaN	6.40515533384496e-08	NaN	6.91319406173525e-08	NaN	NaN	NaN	9.64003533498105e-08	1.27710178123481e-07	8.09893662829507e-08	6.76992907923145e-08	1.11960578766564e-07	1.66864405304455e-07
P52061	8.83809260879072e-07	5.40244552633742e-07	6.18686223287838e-07	1.31885671965986e-06	1.06843099728111e-06	1.10811967160343e-06	1.25383775335138e-06	6.25736056873805e-07	7.01714431530783e-07	1.39802762577435e-06	1.25793371172375e-06	6.12365659931656e-07	1.42198049082517e-06	1.27479069774029e-06	9.17181061255695e-07	1.37276850569854e-06	8.06595587805125e-07	8.65141948075474e-07	1.47494649934131e-06	9.05786914107334e-07	8.97914692733074e-07	9.16936936112208e-07	1.34035682544044e-06	7.2424338634227e-07	1.48435024273114e-06	7.64150901979069e-07	6.78553881025243e-07	1.19919542523795e-06	5.27133950172324e-07	7.9312493203068e-07	5.17799735747936e-07
P52062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P00805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ADS9	2.74854414983698e-06	2.64388517522557e-07	2.63644422514697e-07	4.41979399563273e-07	2.10918634587834e-06	NaN	NaN	2.43286142482229e-07	2.32322303062461e-07	7.42865111968816e-07	1.76152987904769e-06	2.31490028120157e-07	NaN	1.76017125629412e-06	2.96360909979127e-07	NaN	2.29448362961045e-07	2.04729587198437e-07	NaN	2.55706860913978e-07	2.36310394202905e-07	1.9300524695101e-07	1.6810692204195e-06	1.92953238373854e-07	NaN	3.29330299750709e-07	1.32904434767961e-07	3.02217374904461e-07	2.20993017228692e-07	1.76831755288461e-07	2.19260706626022e-07
P38521	8.82787777845831e-06	5.70679821023698e-06	5.03554073242904e-06	6.94513285944307e-06	6.83412404727233e-06	7.43816013726784e-06	7.00236713143164e-06	8.07550610448826e-06	3.89721265031816e-06	6.39562192504293e-06	6.44379676210728e-06	4.79786722895609e-06	6.43721448643888e-06	6.05432490608336e-06	5.06836734188019e-06	6.08119075081238e-06	5.49758832356285e-06	6.91686428998662e-06	6.14947977136963e-06	6.31817198000093e-06	5.42332164092026e-06	6.27694004746786e-06	5.66651358898048e-06	4.63409516711892e-06	6.42467734432009e-06	1.11143024413459e-05	6.255183564115e-06	5.17460214431597e-06	7.17698351615673e-06	5.78370058140268e-06	7.66470251594639e-06
P0A8I5	2.57177223378891e-06	4.95698675996164e-07	4.8270298792767e-07	6.54173218567657e-07	2.15069981890415e-06	7.08144720618188e-07	7.00684892751022e-07	6.3693837620944e-07	5.61148389796504e-07	7.07134303541612e-07	2.25068438969478e-06	5.1246076146299e-07	8.9005986673544e-07	2.34573766308356e-06	5.19114658331409e-07	6.8316983647442e-07	6.22870486950287e-07	6.29869678819997e-07	7.74569136506955e-07	6.29107250720916e-07	6.46108222510895e-07	5.71620319579377e-07	2.25974187471859e-06	4.99938754123085e-07	8.04414595632876e-07	7.70355152971086e-07	7.1300190252162e-07	7.85212370501318e-07	7.19360779659482e-07	6.75384426634806e-07	8.66962068563715e-07
P17802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A8P3	1.59851527636357e-05	4.0235096411479e-06	4.27743600969615e-06	1.15106977536914e-05	1.45761603294593e-05	1.24025496082544e-05	1.17894370186153e-05	5.75175344847971e-06	3.5295968994604e-06	9.85240386327566e-06	1.2733465320726e-05	4.09951836049977e-06	1.05529256857023e-05	1.11275732260042e-05	5.3526314774164e-06	7.46430937841662e-06	4.57583271729005e-06	4.45168367614137e-06	7.23696226378812e-06	6.22922962812376e-06	5.31616427390875e-06	4.84825139543745e-06	1.16825957805189e-05	4.21801577970742e-06	6.98151748491753e-06	8.69852221132901e-06	7.2395132338573e-06	6.10542173689414e-06	6.6595527875211e-06	5.780725619167e-06	7.70112495292693e-06
P0C066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.63031583442443e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.98588968876903e-08	NaN	6.51226151905859e-08	NaN	NaN	NaN	5.73907563272259e-08	NaN	NaN	7.67174453390139e-08	7.06094262608995e-08	5.86157433838885e-08	NaN	6.61536448838142e-08	6.66561538633008e-08	8.15241194909845e-08
P0AFF4	1.17847944032042e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P21169	NaN	7.21685575727706e-08	6.73505296642427e-08	8.79827719894065e-08	NaN	1.84972866319267e-07	9.25996005448733e-08	7.63670305929242e-08	7.46258005222767e-08	1.11958807717268e-07	NaN	7.64434962889314e-08	1.15479689720837e-07	NaN	2.06893085688362e-07	1.12243777413779e-07	1.24134298248481e-07	8.95021506767291e-08	1.50619510856593e-07	9.96592234702293e-08	1.76651454546905e-07	8.09684267280159e-08	NaN	8.43083126855027e-08	1.47447353069528e-07	6.19162606267351e-08	1.19918793156761e-07	1.51773115637663e-07	1.13416061997069e-07	1.05007667027189e-07	9.78694690492431e-08
Q46839	NaN	3.28267622427336e-07	2.80748166937333e-07	NaN	NaN	NaN	NaN	6.21364420059899e-08	8.80151262096509e-08	NaN	NaN	1.53201488585634e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.69261781394796e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37330	9.57652923503761e-06	3.6162935893171e-06	4.21298852010364e-06	1.40388184470214e-05	1.28185050412274e-05	1.25259481457195e-05	1.15919450392637e-05	2.92013954698066e-06	5.19965274316254e-06	1.04134772857322e-05	9.34199069228213e-06	3.25926889333707e-06	8.89723872829284e-06	5.38241047540025e-06	5.81349644317245e-07	7.81785535907903e-06	1.96039476818971e-06	1.75558010217137e-06	5.16183055533603e-06	2.06240239990887e-06	1.46131999538218e-06	2.22697482157437e-06	3.25948694390246e-06	1.5623506953197e-06	3.65034621425959e-06	5.09019115545688e-07	7.86460955691644e-07	5.00216974163261e-07	5.47210173139401e-07	7.5375343181456e-07	6.4131857047796e-07
P0AEQ1	6.64084738073643e-06	2.88968201296241e-06	3.25650939246888e-06	8.22717361931955e-06	NaN	7.9402986965893e-06	6.6532568674347e-06	1.01014410025494e-06	4.48439584006233e-06	6.37196307335192e-06	6.06147025537993e-06	2.5457822837067e-06	5.78309709904773e-06	3.50303265232051e-06	2.50469652525146e-07	3.78397328075743e-06	1.06643367523364e-06	4.99039339587158e-07	3.53759051322776e-06	9.88506566349824e-07	5.62604767356602e-07	5.90013570942969e-07	1.87595610651518e-06	1.10812960620734e-06	2.00912459721389e-06	1.88345910202445e-07	1.09097425147428e-07	2.62812353987094e-07	1.76924934993005e-07	2.17971233061781e-07	1.55483449103767e-07
P0AEP9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.19587250486145e-08	1.04533003487376e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.68442958523235e-08	NaN	NaN	NaN	7.86049415787046e-08	NaN	NaN	NaN	NaN	6.8102476005404e-08	5.93024303104432e-08	5.60210772614231e-08	7.98649861896931e-08	NaN
P0ACL5	NaN	1.85731410736822e-07	1.3869273942712e-07	NaN	NaN	NaN	NaN	9.16222215581178e-08	9.27188925867513e-08	NaN	NaN	1.73748561093356e-07	NaN	NaN	1.08448287351775e-07	NaN	1.49927923578759e-07	1.01223831338467e-07	NaN	9.89870182627794e-08	NaN	7.96913823328235e-08	NaN	1.08644925688351e-07	NaN	1.78642750220743e-07	9.54264302289705e-08	NaN	1.19392559509937e-07	NaN	NaN
