GENENAME,ID
b2785,P55135
b2786,P0AEC5
b2787,P0AES2
b2790,P65367
b2791,P0AA41
b2792,Q46919
b2793,P0A8U0
b2794,Q46920
b2795,P0ADR8
b2796,P0AAD6
b2797,P30744
b2798,P38506
b2799,P0A9S1
b2800,P0AB87
b2802,P69922
b2804,P0AEN8
b2805,P0ACK8
b2806,P0ADR6
b2808,P0A9F6
b2809,P65292
b2810,Q46925
b2811,P0AGF2
b2812,Q46927
b2813,P0A935
b2817,P63883
b2818,P0A6C5
b2819,P04993
b2820,P08394
b2821,P05458
b2822,P07648
b2827,P0A884
b2828,P60955
b2829,P37177
b2830,P0A776
b2833,P65294
b2834,P0A9T4
b2836,P31119
b2837,P03024
b2838,P00861
b2839,P03030
b2840,P03813
b2842,P37769
b2843,Q46938
b2844,Q46939
b2845,P63340
b2865,Q46798
b2867,Q46800
b2868,Q46801
b2869,Q46802
b2870,Q46803
b2872,P65807
b2877,Q46810
b2883,P76641
b2889,Q46822
b2890,P0A8N3
b2891,P07012
b2892,P21893
b2893,P0AEG6
b2894,P0A8P8
b2895,P0ABY4
b2897,P64559
b2898,P0ADE8
b2900,P67603
b2901,Q46829
b2902,P52037
b2903,P33195
b2904,P0A6T9
b2905,P27248
b2906,P25535
b2907,P25534
b2908,P15034
b2909,P0A8C4
b2910,P0ADS2
b2912,P0AC28
b2913,P0A9T0
b2914,P0A7Z0
b2915,P64562
b2916,P0A8S1
b2922,P0ADS6
b2924,P0C0S1
b2925,P0AB71
b2926,P0A799
b2927,P0A9B6
b2935,P27302
b2936,P25894
b2937,P60651
b2938,P21170
b2942,P0A817
b2943,P0AEP1
b2946,P0AGL7
b2947,P04425
b2948,P0A8W5
b2949,P0A8I1
b2951,P67080
b2952,P64564
b2953,P52060
b2954,P52061
b2955,P52062
b2957,P00805
b2958,P0ADS9
b2959,P38521
b2960,P0A8I5
b2961,P17802
b2962,P0A8P3
b2963,P0C066
b2964,P0AFF4
b2965,P21169
b2975,Q46839
b2976,P37330
b2977,P0AEQ1
b2979,P0AEP9
b2980,P0ACL5
b2988,P0AES0
b2989,Q46845
b2992,P0AAN1
b2993,P37182
b2994,P0ACE0
b2996,P0AAJ8
b2998,P64574
b3001,Q46851
b3003,P0AG84
b3005,P0ABV2
b3006,P0ABU7
b3008,P06721
b3010,Q46855
b3011,Q46856
b3012,Q46857
b3017,P26648
b3018,P26647
b3019,P0AFI2
b3020,Q46863
b3021,Q46864
b3024,P0ADU5
b3025,P52076
b3028,P0AEY5
b3029,P0ADU2
b3030,P20083
b3031,P0A8Z7
b3032,P0AEW4
b3033,P0ADU7
b3034,Q93K97
b3035,P02930
b3037,P0ADT2
b3038,P0ADT5
b3039,P24197
b3041,P0A7J0
b3042,Q46868
b3049,P26649
b3052,P76658
b3053,P30870
b3054,P30871
b3055,P0ADT8
b3056,P06961
b3058,P0AC16
b3059,P60782
b3064,P05852
b3065,P68679
b3066,P0ABS5
b3067,P00579
b3068,P0A9H1
b3070,Q46871
b3071,P64588
b3072,P50466
b3073,P42588
b3075,P06846
b3081,P42593
b3084,P42596
b3085,P42597
b3087,P42599
b3089,P0AGE4
b3091,P42604
b3092,P0A8G3
b3094,P0ACL2
b3095,P0AA63
b3097,P42616
b3098,P64581
b3099,P64585
b3100,Q47710
b3102,P42620
b3105,P67660
b3106,P42624
b3113,P0AGL2
b3114,P42632
b3117,P0AGF6
b3124,P23524
b3125,P0ABQ2
b3126,P23522
b3128,P39829
b3129,P15373
b3130,P64594
b3131,P0ACK2
b3132,P0C8K0
b3133,P42904
b3146,P67087
b3147,P45464
b3149,P66817
b3150,P64596
b3151,P45468
b3152,P45469
b3153,P45470
b3154,P67762
b3156,P63417
b3157,P64599
b3160,P0ADV5
b3162,P0A9P6
b3163,P0AFB1
b3164,P05055
b3165,P0ADZ4
b3166,P60340
b3167,P0A7G2
b3168,P0A705
b3169,P0AFF6
b3170,P0A8A8
b3172,P0A6E4
b3175,P0AG99
b3176,P31120
b3177,P0AC13
b3178,P0AAI3
b3179,P0C0R7
b3180,P0AGK4
b3181,P0A6W5
b3182,P24228
b3183,P42641
b3185,P0A7L8
b3186,P0AG48
b3187,P0AD57
b3189,P0A749
b3190,P0A9W6
b3191,P64602
b3192,P0ADV7
b3193,P64604
b3194,P64606
b3195,P63386
b3197,P45395
b3198,P0ABZ4
b3199,P0ADV9
b3200,P0ADV1
b3201,P0A9V1
b3202,P24255
b3203,P0AFX0
b3204,P69829
b3205,P0A894
b3207,P64610
b3208,P46022
b3209,P0ABU5
b3210,P0AEC3
b3212,P09831
b3213,P09832
b3221,P45424
b3222,P45425
b3223,P0A761
b3224,P41036
b3225,P0A6L4
b3226,P0A8W0
b3228,P0AFZ3
b3229,P0ACA3
b3230,P0A7X3
b3231,P0AA10
b3232,P64612
b3233,P0ADW3
b3234,P39099
b3235,P0AEE3
b3236,P61889
b3237,P0A6D0
b3238,P64614
b3239,P64616
b3243,P67662
b3244,P0AGG8
b3247,P0A9J0
b3248,P25536
b3250,P16926
b3251,P0A9X4
b3253,P26646
b3255,P0ABD8
b3256,P24182
b3259,P0A8T1
b3260,P0ABT5
b3261,P0A6R3
b3279,P0A9W9
b3280,P45795
b3281,P15770
b3282,P45748
b3283,P45771
b3287,P0A6K3
b3288,P23882
b3289,P36929
b3290,P0AGI8
b3291,P0A742
b3292,P0ACS5
b3294,P0AG44
b3295,P0A7Z4
b3296,P0A7V8
b3297,P0A7R9
b3298,P0A7S9
b3299,P0A7Q6
b3300,P0AGA2
b3301,P02413
b3302,P0AG51
b3303,P0A7W1
b3304,P0C018
b3305,P0AG55
b3306,P0A7W7
b3307,P0AG59
b3308,P62399
b3309,P60624
b3310,P0ADY3
b3311,P0AG63
b3312,P0A7M6
b3313,P0ADY7
b3314,P0A7V3
b3315,P61175
b3316,P0A7U3
b3317,P60422
b3318,P0ADZ0
b3319,P60723
b3320,P60438
b3321,P0A7R5
b3336,P0ABD3
b3338,P13656
b3339,P0CE47
b3340,P0A6M8
b3341,P02359
b3342,P0A7S3
b3343,P45530
b3344,P45531
b3345,P45532
b3346,P64624
b3347,P45523
b3348,P0A8R4
b3349,P0A9K9
b3351,P0A756
b3352,P63389
b3353,P45524
b3354,P67624
b3355,P0AEX5
b3356,P0ADX1
b3357,P0ACJ8
b3359,P18335
b3360,P00903
b3361,P20605
b3362,P0ADX5
b3363,P0AFL3
b3365,P08201
b3366,P0A9I8
b3368,P0AEA8
b3371,P0AC00
b3375,P45544
b3380,P45549
b3383,P45552
b3384,P00954
b3385,P32662
b3386,P0AG07
b3387,P0AEE8
b3388,P11557
b3389,P07639
b3390,P0A6D7
b3396,P02918
b3397,P45799
b3398,P45800
b3399,P64636
b3400,P0ACG8
b3401,P0A6Y5
b3403,P22259
b3405,P0AA16
b3406,P30128
b3407,P46837
b3408,P0AEL3
b3409,P33650
b3410,P64638
b3412,P13001
b3414,P63020
b3415,P39835
b3416,P15977
b3417,P00490
b3418,P06993
b3423,P0ACL0
b3424,P09391
b3425,P0A6V5
b3426,P13035
b3428,P0AC86
b3429,P0A6U8
b3430,P0A6V1
b3431,P15067
b3432,P07762
b3433,P0A9Q9
b3437,P46859
b3438,P0ACP5
b3439,P46852
b3440,P46853
b3441,P46854
b3447,P18956
b3448,P0ADX7
b3449,P10908
b3450,P10907
b3453,P0AG80
b3454,P22731
b3455,P0A9S7
b3456,P22729
b3458,P04816
b3459,P37613
b3460,P0AD96
b3461,P0AGB3
b3462,P0AC30
b3463,P0A9R7
b3464,P10121
b3465,P0ADX9
b3466,P37614
b3467,P37615
b3469,P37617
b3470,P0A890
b3472,P0AEE1
b3475,P37623
b3476,P33590
b3478,P0AFA9
b3481,P0A6Z6
b3486,P37624
b3487,P37626
b3492,P37631
b3493,P0AFJ7
b3494,P0A8S5
b3495,P0AED0
b3497,P68567
b3498,P27298
b3499,P37634
b3500,P06715
b3503,P0AB96
b3506,P37194
b3509,P0AET2
b3510,P0AES9
b3511,P0AET5
b3513,P37636
b3514,P37637
b3517,P69908
b3518,P37197
b3519,P62601
b3522,P37642
b3523,P37643
b3524,P37645
b3525,P37646
b3526,P37647
b3527,P37648
b3528,P0A830
b3529,P37649
b3530,P37650
b3538,P37659
b3540,P37313
b3541,P0AAG0
b3542,P0AEG1
b3543,P0AEF8
b3544,P23847
b3546,P37661
b3549,P05100
b3551,P20099
b3552,P37665
b3553,P37666
b3554,P0ADK0
b3555,P0A9V5
b3556,P0A9X9
b3559,P00961
b3560,P00960
b3564,P09099
b3565,P00944
b3566,P37387
b3567,P37388
b3568,P0AGI4
b3569,P0ACI3
b3571,P25718
b3572,P09053
b3574,P37671
b3579,P37676
b3581,P37678
b3588,P37685
b3590,P14081
b3591,P0A821
b3592,P0ACA1
b3594,P0ADK6
b3599,P00550
b3600,P09424
b3602,P0ADK8
b3603,P33231
b3604,P0ACL7
b3605,P33232
b3606,P0AGJ7
b3607,P0A9D4
b3608,P0A6S7
b3609,P0AG86
b3610,P0AC62
b3611,P0AG27
b3612,P37689
b3613,P37690
b3614,P37691
b3616,P07913
b3617,P0AB77
b3619,P67910
b3620,P37692
b3621,P24173
b3622,P27243
b3623,P27242
b3624,P27241
b3625,P27240
b3626,P27129
b3627,P27128
b3628,P27127
b3630,P25741
b3631,P25740
b3632,P25742
b3633,P0AC75
b3634,P0A6I6
b3635,P05523
b3636,P0A7N9
b3637,P0A7M2
b3639,P0ABQ0
b3640,P06968
b3641,P0C093
b3642,P0A7E3
b3643,P0CG19
b3644,P23839
b3645,P23840
b3648,P60546
b3649,P0A800
b3650,P0AG24
b3651,P0AGJ2
b3652,P24230
b3655,P31433
b3656,P31434
b3661,P04846
b3665,P31441
b3666,P0AGC0
b3669,P0AGA6
b3670,P0ADF8
b3671,P08142
b3685,P60872
b3686,P0C058
b3687,P0C054
b3688,P0ADM4
b3689,P31455
b3693,P31459
b3697,P0A8Y5
b3698,P09996
b3699,P0AES6
b3700,P0A7H0
b3701,P0A988
b3702,P03004
b3703,P0A7P5
b3704,P0A7Y8
b3705,P25714
b3706,P25522
b3708,P0A853
b3709,P23173
b3713,P0AGE6
b3714,P31466
b3715,P31467
b3724,P0A9K7
b3725,P0AAH0
b3726,P07654
b3728,P0AG82
b3729,P17169
b3730,P0ACC7
b3731,P0A6E6
b3732,P0ABB4
b3733,P0ABA6
b3734,P0ABB0
b3735,P0ABA4
b3736,P0ABA0
b3737,P68699
b3738,P0AB98
b3740,P0A6U5
b3741,P0A6U3
b3742,P03817
b3743,P0ACI6
b3744,P00963
b3746,P31473
b3747,P63183
b3748,P04982
b3749,P04983
b3750,P0AGI1
b3751,P02925
b3752,P0A9J6
b3755,P31475
b3764,P0ADN2
b3769,P0ADG1
b3770,P0AB80
b3771,P05791
b3772,P04968
b3773,P05827
b3774,P05793
b3775,P0A9L5
b3778,P09980
b3779,P25552
b3780,P0A8J8
b3781,P0AA25
b3783,P0AG30
b3784,P0AC78
b3785,P0AG00
b3786,P27828
b3787,P27829
b3788,P27830
b3789,P61887
b3790,P27832
b3791,P27833
b3794,P27836
b3795,P27837
b3802,P0ACB7
b3803,P09127
b3804,P09126
b3805,P06983
b3806,P00936
b3807,P27838
b3809,P0A6K1
b3810,P23305
b3811,P0A8P6
b3812,P0ADP0
b3813,P03018
b3816,P0ABI4
b3820,P0ADP2
b3821,P0A921
b3826,P27848
b3828,P0A9F9
b3829,P25665
b3830,P56262
b3831,P12758
b3832,P0AG71
b3833,P0A887
b3834,P0ADP7
b3835,P0A6A0
b3836,P69428
b3838,P69425
b3839,P69423
b3842,P0AFW0
b3843,P0AAB4
b3844,P0AEN1
b3845,P21151
b3846,P21177
b3847,P21165
b3848,P27862
b3850,P0ACB4
b3856,P32125
b3857,P32173
b3858,P0ADP9
b3859,P0C0K3
b3860,P0AEG4
b3863,P00582
b3865,P0A6P7
b3866,P0A8H6
b3867,P32131
b3868,P0AFB8
b3869,P0AFB5
b3870,P0A9C5
b3871,P0DTT0
b3872,P0ACM9
b3873,P32134
b3878,P32138
b3881,P32141
b3882,P0A9V8
b3884,P32144
b3885,P0A8Y3
b3887,P0A6M4
b3888,P0ADQ2
b3891,P13024
b3892,P0AEL0
b3893,P0AAJ5
b3894,P32176
b3895,P32177
b3908,P00448
b3910,P32157
b3911,P0AE82
b3912,P0AE88
b3915,P69380
b3916,P0A796
b3917,P0AG78
b3918,P06282
b3919,P0A858
b3920,P32160
b3922,P32162
b3923,P0AAB8
b3924,P28861
b3925,P0A9C9
b3926,P0A6F3
b3927,P0AER0
b3928,P0AF36
b3929,P0A8R0
b3931,P0A6H5
b3932,P0A7B8
b3933,P29131
b3934,P0ACN7
b3935,P17888
b3936,P0A7M9
b3938,P0A8U6
b3939,P00935
b3940,P00562
b3941,P0AEZ1
b3942,P13029
b3945,P0A9S5
b3946,P32669
b3947,P32670
b3952,P32675
b3954,P32677
b3955,P0CB39
b3956,P00864
b3957,P23908
b3958,P11446
b3959,P0A6C8
b3960,P11447
b3961,P0ACQ4
b3962,P27306
b3963,P0ACU5
b3965,P23003
b3966,P06129
b3967,P22634
b3972,P08373
b3973,P06709
b3974,P0A6I3
b3981,P0AG96
b3982,P0AFG0
b3983,P0A7J7
b3984,P0A7L0
b3985,P0A7J3
b3986,P0A7K2
b3987,P0A8V2
b3988,P0A8T7
b3990,P30140
b3991,P30139
b3992,P30138
b3993,P30137
b3994,P30136
b3995,P0AFX4
b3996,P32664
b3997,P29680
b3998,P68739
b3999,P32680
b4000,P0ACF0
b4002,P0AAA9
b4005,P15640
b4006,P15639
b4013,P07623
b4014,P08997
b4015,P0A9G6
b4016,P11071
b4018,P16528
b4019,P13009
b4020,P0AF43
b4021,P0A7C6
b4022,P32684
b4023,P32685
b4024,P08660
b4025,P0A6T1
b4031,P0AGF4
b4033,P02916
b4034,P0AEX9
b4035,P68187
b4036,P02943
b4037,P03841
b4039,P26602
b4040,P0AGK1
b4041,P0A7A7
b4042,P0ABN1
b4043,P0A7C2
b4045,P68206
b4046,P0AC51
b4049,P32695
b4051,P28304
b4052,P0ACB0
b4053,P0A6B4
b4054,P04693
b4055,P0AE22
b4056,P0AF48
b4057,P0AF50
b4058,P0A698
b4059,P0AGE0
b4063,P0ACS2
b4064,P0AF52
b4065,P32703
b4067,P32705
b4068,P0AF54
b4069,P27550
b4070,P0ABK9
b4077,P21345
b4078,P0AF56
b4085,P32719
b4087,P32721
b4088,P39265
b4089,P0ACS7
b4090,P37351
b4092,P16692
b4093,P16691
b4107,P16681
b4108,P0AFJ1
b4110,P39267
b4111,P0C0L7
b4112,P30844
b4113,P30843
b4114,P30845
b4119,P06720
b4122,P14407
b4124,P0AD01
b4126,P0AF59
b4127,P39274
b4129,P0A8N5
b4135,P0ACU7
b4136,P36655
b4137,P69488
b4138,P0ABN5
b4139,P0AC38
b4140,P37147
b4142,P0A6F9
b4143,P0A6F5
b4144,P0AF70
b4146,P39280
b4147,P0A6N4
b4149,P0A901
b4150,P00811
b4153,P0AC47
b4154,P00363
b4155,P0A8N7
b4159,P39285
b4160,P0A8K1
b4161,P39286
b4162,P0A784
b4167,P31806
b4168,P0AF67
b4169,P26365
b4170,P23367
b4171,P16384
b4172,P0A6X3
b4173,P25519
b4174,P0ABC7
b4175,P0ABC3
b4177,P0A7D4
b4178,P0AF63
b4179,P21499
b4180,P63177
b4183,P39293
b4187,P33224
b4188,P0AF82
b4190,P39298
b4191,P0A9W0
b4194,P69822
b4200,P02358
b4201,P07013
b4202,P0A7T7
b4203,P0A7R1
b4206,P39310
b4207,P0A9L3
b4208,P0AAE0
b4209,P69506
b4211,P39315
b4212,P0ACN2
b4213,P08331
b4214,P22255
b4216,P39187
b4218,P0AE45
b4219,P0A744
b4220,P0ADE4
b4221,P39321
b4222,P0AE48
b4224,P08365
b4225,P33647
b4226,P0A7A9
b4227,P39325
b4232,P0A993
b4233,P37773
b4234,P0A8X0
b4235,P0AFK0
b4238,P28903
b4239,P28904
b4240,P36672
b4241,P36673
b4242,P0ABB8
b4243,P0AF93
b4244,P0A7F3
b4245,P0A786
b4248,P39332
b4251,P39334
b4252,P0AF96
b4254,P04391
b4255,P0AF90
b4256,P39337
b4258,P07118
b4259,P28905
b4260,P68767
b4261,P0AF98
b4262,P0ADC6
b4263,P39342
b4266,P0A9P9
b4267,P39346
b4268,P39208
b4269,P27250
b4278,P03835
b4280,P39353
b4287,P15031
b4290,P15028
b4291,P13036
b4292,P23485
b4295,P39356
b4298,P39359
b4302,P39363
b4303,P39364
b4305,P39366
b4310,P39371
b4314,P04128
b4316,P31697
b4320,P08191
b4322,P24215
b4323,P39160
b4324,P39161
b4328,P39377
b4331,P39380
b4335,P39384
b4348,P05719
b4349,P08957
b4350,P08956
b4351,P24202
b4352,P24203
b4353,P0ADC8
b4354,P39396
b4355,P02942
b4359,P39401
b4360,P18390
b4361,P0AEF0
b4362,P0A8J2
b4367,P39405
b4371,P39406
b4372,P28632
b4373,P0A944
b4374,P0A8Y1
b4375,P0A7I4
b4376,P0AFH8
b4377,P39407
b4378,P39408
b4381,P0A6L0
b4382,P07650
b4383,P0A6K6
b4384,P0ABP8
b4385,P39410
b4386,P32099
b4387,P0AGC7
b4388,P0AGB0
b4389,P24554
b4390,P27278
b4391,P0A9W3
b4392,P0AGC3
b4393,P0A881
b4394,P39411
b4395,P0A7A2
b4396,P0ACI0
b4397,P0AE91
b4398,P08368
b4401,P0A9Q1
b4403,P37005
b4406,P0A8K5
b4411,P0ADB7
b4466,P0CK95
b4467,P52074
b4468,P52073
b4469,Q46861
b4470,P42626
b4472,P46474
b4477,Q6BF16
b4478,Q6BF17
b4479,P31460
b4480,P0A8R9
b4481,P56258
b4483,P27859
b4484,P0AE85
b4485,Q6BEX0
b4488,P0DP89
b4498,P36930
b4511,P18393
b4512,P0AAS9
b4517,P0AC92
b4518,P56614
b4523,P58094
b4524,P77481
b4536,Q2MB16
b4537,P0AD10
b4546,P0AD40
b4551,P0ADW8
b4554,Q2M7R5
b4555,Q2M7X4
b4558,P0ADN6
b4565,P58035
b4571,P36667
b4595,A5A613
b4596,A5A614
b4606,A5A621
